participantId,MonthNumber,Income,Expense,Savings,educationLevel
15,3,5917.3201401538,-1364.8789615779422,4552.4411785758575,HighSchoolOrCollege
15,4,6199.097289684933,-1202.0822677988338,4997.015021886099,HighSchoolOrCollege
15,5,6480.874439216066,-1046.084755990877,5434.789683225189,HighSchoolOrCollege
15,6,5917.3201401538,-1238.1043864722603,4679.215753681539,HighSchoolOrCollege
15,7,6199.097289684933,-1376.82377346774,4822.273516217192,HighSchoolOrCollege
15,8,6199.097289684933,-1330.775249333354,4868.322040351579,HighSchoolOrCollege
15,9,5917.3201401538,-1122.3633305383576,4794.956809615443,HighSchoolOrCollege
15,10,6480.874439216066,-1153.1103276111835,5327.764111604883,HighSchoolOrCollege
15,11,5917.3201401538,-1113.6666951917166,4803.653444962083,HighSchoolOrCollege
15,12,5635.542990622666,-1173.6109631096526,4461.932027513014,HighSchoolOrCollege
15,13,6480.874439216066,-1223.701023097766,5257.1734161183,HighSchoolOrCollege
15,14,6199.097289684933,-1061.2824604409032,5137.814829244029,HighSchoolOrCollege
15,15,4508.434392498133,-1044.7072730158757,3463.7271194822574,HighSchoolOrCollege
16,1,13167.497562486175,-2140.556932598669,11026.940629887506,Bachelors
16,2,9188.591265337434,-1261.5002037755307,7927.091061561903,Bachelors
16,3,9627.4358506342,-1262.292818570458,8365.143032063741,Bachelors
16,4,9613.863337686877,-1117.0397671399608,8496.823570546916,Bachelors
16,5,9184.067094354992,-1140.8785751735923,8043.1885191814,Bachelors
16,6,10066.280435930965,-1128.3226539756417,8937.957781955323,Bachelors
16,7,9618.387508669317,-1083.0278227337124,8535.359685935604,Bachelors
16,8,9179.542923372552,-1141.8747565125188,8037.668166860033,Bachelors
16,9,9631.96002161664,-1062.3951354974147,8569.564886119226,Bachelors
16,10,9622.91167965176,-1107.3300542088102,8515.581625442948,Bachelors
16,11,9622.911679651757,-1237.7616698852917,8385.150009766465,Bachelors
16,12,8749.746680040667,-1288.0949677226884,7461.651712317979,Bachelors
16,13,10052.707922983642,-1096.207579847691,8956.500343135951,Bachelors
16,14,8745.222509058227,-1311.7270959359093,7433.495413122318,Bachelors
16,15,7872.057509447137,-1037.6817571014615,6834.375752345675,Bachelors
17,1,21039.15393259689,-2257.879390631199,18781.274541965693,Bachelors
17,2,16800.0,-1154.093719904258,15645.906280095742,Bachelors
17,3,17600.0,-1264.9123232009356,16335.087676799065,Bachelors
17,4,17600.0,-1466.9224829453356,16133.077517054664,Bachelors
17,5,16800.0,-1194.9072168961027,15605.092783103897,Bachelors
17,6,18400.0,-1158.1117415629046,17241.888258437095,Bachelors
17,7,17600.0,-1264.37125661248,16335.62874338752,Bachelors
17,8,16800.0,-1454.2219325126432,15345.778067487357,Bachelors
17,9,17600.0,-1151.4220321490632,16448.577967850935,Bachelors
17,10,17600.0,-1367.2205023078634,16232.779497692136,Bachelors
17,11,17600.0,-1041.334010971158,16558.665989028843,Bachelors
17,12,16000.0,-1365.534186301541,14634.465813698458,Bachelors
17,13,18400.0,-1255.5129592747342,17144.487040725267,Bachelors
17,14,16000.0,-1030.9262770593698,14969.07372294063,Bachelors
17,15,14400.0,-972.9440645247255,13427.055935475275,Bachelors
18,1,21334.646385238357,-2173.0631021456447,19161.58328309271,Graduate
18,2,16799.999999999996,-1639.0936733320057,15160.906326667991,Graduate
18,3,17599.999999999996,-1655.73353939751,15944.266460602486,Graduate
18,4,17599.999999999996,-1527.2717252904,16072.728274709596,Graduate
18,5,16799.999999999996,-1293.0236973087897,15506.976302691206,Graduate
18,6,18399.999999999996,-1268.1188458873783,17131.88115411262,Graduate
18,7,17599.999999999996,-1168.8656625870613,16431.134337412936,Graduate
18,8,16799.999999999996,-1342.6072549900034,15457.392745009993,Graduate
18,9,17599.999999999996,-1364.3793677018668,16235.620632298129,Graduate
18,10,17599.999999999996,-1248.6041096410042,16351.395890358992,Graduate
18,11,17599.999999999996,-1194.5976211320951,16405.4023788679,Graduate
18,12,15999.999999999998,-1150.7379201046128,14849.262079895385,Graduate
18,13,18399.999999999996,-1235.4942068283522,17164.505793171644,Graduate
18,14,15999.999999999998,-1402.014770583691,14597.985229416307,Graduate
18,15,14399.999999999998,-966.807460938666,13433.192539061332,Graduate
19,1,11738.53986456659,-2326.19565529918,9412.34420926741,Bachelors
19,2,8570.447722165549,-1477.288211605423,7093.159510560126,Bachelors
19,3,8978.564280363908,-1337.715063054597,7640.849217309311,Bachelors
19,4,8978.564280363908,-1538.0374449250244,7440.526835438883,Bachelors
19,5,8570.447722165549,-1490.4610822950835,7079.986639870465,Bachelors
19,6,9386.680838562266,-1451.6867447826858,7934.99409377958,Bachelors
19,7,8978.564280363908,-1377.8797890753583,7600.684491288549,Bachelors
19,8,8570.447722165549,-1733.5526407606433,6836.895081404906,Bachelors
19,9,8978.564280363908,-1424.0955689567916,7554.468711407116,Bachelors
19,10,8978.564280363908,-1507.4215506791836,7471.142729684724,Bachelors
19,11,8978.564280363908,-1508.9110736568643,7469.653206707043,Bachelors
19,12,8162.331163967188,-1263.0751052332143,6899.256058733974,Bachelors
19,13,9386.680838562266,-1325.844306905382,8060.836531656884,Bachelors
19,14,8162.331163967188,-1461.8486473021585,6700.48251666503,Bachelors
19,15,7346.09804757047,-1237.7328115556882,6108.365236014782,Bachelors
20,1,8524.263925656083,-2148.700697933831,6375.563227722252,HighSchoolOrCollege
20,2,5578.072380971023,-1317.3531164071933,4260.71926456383,HighSchoolOrCollege
20,3,5843.694875302977,-1417.2936414783164,4426.401233824661,HighSchoolOrCollege
20,4,5843.694875302977,-1266.7485849509055,4576.946290352072,HighSchoolOrCollege
20,5,5578.072380971023,-1357.3261804031713,4220.746200567852,HighSchoolOrCollege
20,6,6109.31736963493,-1286.7504308492119,4822.566938785719,HighSchoolOrCollege
20,7,5843.694875302977,-1239.8329421795909,4603.861933123387,HighSchoolOrCollege
20,8,5578.072380971023,-1395.6362819609092,4182.436099010114,HighSchoolOrCollege
20,9,5843.694875302977,-1400.9891164893966,4442.705758813581,HighSchoolOrCollege
20,10,5843.694875302977,-1421.8227652717305,4421.872110031247,HighSchoolOrCollege
20,11,5843.694875302977,-1197.5385990716015,4646.156276231376,HighSchoolOrCollege
20,12,5312.44988663907,-1363.3039187559305,3949.1459678831397,HighSchoolOrCollege
20,13,6109.31736963493,-1321.1540398321183,4788.163329802812,HighSchoolOrCollege
20,14,5312.44988663907,-1378.6187739204122,3933.831112718658,HighSchoolOrCollege
20,15,4781.2048979751635,-1342.8731309876523,3438.3317669875114,HighSchoolOrCollege
21,1,4278.7311820566865,-3565.815167146012,712.9160149106747,Low
21,2,2199.984346831271,-1781.657182223231,418.32716460804,Low
21,3,2409.506665577107,-1471.391187853628,938.115477723479,Low
21,4,2199.9843468312715,-1554.9925393398396,644.9918074914319,Low
21,5,2304.745506204189,-1649.670507530258,655.0749986739311,Low
21,6,2409.506665577107,-1825.6886132775985,583.8180522995085,Low
21,7,2095.223187458354,-1698.712357959097,396.51082949925694,Low
21,8,2409.506665577107,-1655.2827679504273,754.2238976266797,Low
21,9,2304.745506204189,-1540.8698834083584,763.8756227958306,Low
21,10,2199.9843468312715,-1864.3813230205758,335.60302381069573,Low
21,11,2409.506665577107,-1775.9889072453916,633.5177583317154,Low
21,12,2095.2231874583536,-1522.663769392504,572.5594180658495,Low
21,13,2199.9843468312715,-1732.1548653854243,467.82948144584725,Low
21,14,2304.745506204189,-1482.6516389492335,822.0938672549555,Low
21,15,1885.7008687125183,-1463.5650290011224,422.1358397113959,Low
22,1,5704.025513106094,-3386.33652941945,2317.688983686644,HighSchoolOrCollege
22,2,3314.841394125054,-1998.1819907881961,1316.659403336858,HighSchoolOrCollege
22,3,3314.841394125054,-2000.4698901386028,1314.3715039864514,HighSchoolOrCollege
22,4,3164.166785301188,-1787.7956285658538,1376.3711567353344,HighSchoolOrCollege
22,5,3314.841394125054,-1996.5458145968803,1318.295579528174,HighSchoolOrCollege
22,6,3465.5160029489202,-1864.4797472463097,1601.0362557026106,HighSchoolOrCollege
22,7,3164.166785301188,-1766.519828945096,1397.6469563560922,HighSchoolOrCollege
22,8,3314.841394125054,-1861.7993111996723,1453.042082925382,HighSchoolOrCollege
22,9,3314.841394125054,-1841.546722974901,1473.2946711501531,HighSchoolOrCollege
22,10,3314.841394125054,-1797.259326535477,1517.5820675895773,HighSchoolOrCollege
22,11,3314.841394125054,-1921.0458180039225,1393.7955761211317,HighSchoolOrCollege
22,12,3013.4921764773217,-1727.8876392263737,1285.604537250948,HighSchoolOrCollege
22,13,3314.841394125054,-1838.666189840704,1476.1752042843502,HighSchoolOrCollege
22,14,3164.166785301188,-1776.276350573763,1387.8904347274251,HighSchoolOrCollege
22,15,2712.1429588295896,-1695.976522005507,1016.1664368240827,HighSchoolOrCollege
23,1,7019.532279424028,-2420.316833367901,4599.215446056127,Low
23,2,5098.529669614224,-1553.4010670045539,3545.1286026096705,Low
23,3,5098.529669614224,-1655.4394813970841,3443.09018821714,Low
23,4,4866.778320995396,-1672.1593256677659,3194.61899532763,Low
23,5,5330.281018233052,-1494.307057170618,3835.9739610624342,Low
23,6,5098.529669614224,-1659.3014681523894,3439.228201461835,Low
23,7,4866.778320995396,-1659.7360968047135,3207.0422241906826,Low
23,8,5330.281018233052,-1596.1420786132064,3734.1389396198456,Low
23,9,4866.778320995396,-1626.11787290241,3240.660448092986,Low
23,10,5098.529669614224,-1757.6885329285146,3340.8411366857094,Low
23,11,5098.529669614224,-1627.4666148732897,3471.0630547409346,Low
23,12,4635.026972376567,-1555.4562046292629,3079.5707677473038,Low
23,13,5098.529669614224,-1638.9787124365,3459.550957177724,Low
23,14,5098.529669614224,-1531.9696014130225,3566.560068201202,Low
23,15,3939.772926520082,-1393.6770111046187,2546.0959154154634,Low
24,1,11255.42186791532,-2113.762711881172,9141.659156034148,Bachelors
24,2,7623.054336848187,-1263.6222778380943,6359.432059010092,Bachelors
24,3,7986.0569243171485,-1193.4397863563986,6792.6171379607495,Bachelors
