Date,PubID,Footfall,Revenue,Month
2022-03-24,894,38,866.9143736,1
2022-03-24,1342,86,1819.351367,1
2022-03-24,1343,52,1020.045244,1
2022-03-24,1344,122,1990.188933,1
2022-03-24,1798,55,1274.799196,1
2022-03-24,1799,45,739.9732251,1
2022-03-24,1800,61,1142.316124,1
2022-03-25,442,36,627.2935579,1
2022-03-25,443,30,400.0201393,1
2022-03-25,444,30,596.5873147,1
2022-03-25,892,32,652.9729324,1
2022-03-25,893,40,1017.809083,1
2022-03-25,894,29,695.5833672,1
2022-03-25,1342,89,1971.35676,1
2022-03-25,1343,58,1134.065779,1
2022-03-25,1344,123,2030.982165,1
2022-03-25,1798,59,1195.905963,1
2022-03-25,1799,53,884.0995446,1
2022-03-25,1800,57,1209.51119,1
2022-03-26,442,68,1690.035119,1
2022-03-26,443,59,1118.238117,1
2022-03-26,444,45,1576.919721,1
2022-03-26,892,71,2114.157533,1
2022-03-26,893,74,2483.305757,1
2022-03-26,894,58,1989.286355,1
2022-03-26,1342,142,4447.041489,1
2022-03-26,1343,103,2810.167638,1
2022-03-26,1344,168,3570.70967,1
2022-03-26,1798,68,2297.524891,1
2022-03-26,1799,69,1591.004826,1
2022-03-26,1800,71,2449.642916,1
2022-03-27,442,61,1396.05596,1
2022-03-27,443,53,1055.133335,1
2022-03-27,444,39,1222.532177,1
2022-03-27,892,40,1279.749328,1
2022-03-27,893,54,2203.810188,1
2022-03-27,894,44,1873.355794,1
2022-03-27,1342,100,3505.550723,1
2022-03-27,1343,68,2149.725618,1
2022-03-27,1344,140,2977.03796,1
2022-03-27,1798,62,2324.464044,1
2022-03-27,1799,63,1504.903389,1
2022-03-27,1800,57,2038.817386,1
2022-03-28,442,29,417.5056134,1
2022-03-28,443,28,320.8717695,1
2022-03-28,444,19,381.648124,1
2022-03-28,892,50,1170.111971,1
2022-03-28,893,44,1192.184636,1
2022-03-28,894,33,776.6321666,1
2022-03-28,1342,64,1437.570381,1
2022-03-28,1343,48,1034.955622,1
2022-03-28,1344,79,1360.931639,1
2022-03-28,1798,38,888.9920431,1
2022-03-28,1799,37,625.1713082,1
2022-03-28,1800,41,943.2826369,1
2022-03-29,442,24,292.5989753,1
2022-03-29,443,29,401.6244982,1
2022-03-29,444,27,558.8418958,1
2022-03-29,892,30,705.3660058,1
2022-03-29,893,31,910.2156558,1
2022-03-29,894,26,575.5490693,1
2022-03-29,1342,75,1649.670929,1
2022-03-29,1343,36,623.6046163,1
2022-03-29,1344,77,1136.134895,1
2022-03-29,1798,40,1026.574145,1
2022-03-29,1799,39,607.7014513,1
2022-03-29,1800,43,932.2252209,1
2022-03-30,442,42,711.4847725,1
2022-03-30,443,39,409.1115061,1
2022-03-30,444,26,601.829734,1
2022-03-30,892,34,883.8905519,1
2022-03-30,893,49,1465.496674,1
2022-03-30,894,33,917.1851479,1
2022-03-30,1342,81,1721.549448,1
2022-03-30,1343,45,931.4600597,1
2022-03-30,1344,101,1497.198391,1
2022-03-30,1798,60,1498.971432,1
2022-03-30,1799,49,704.4095878,1
2022-03-30,1800,43,872.6852889,1
2022-03-31,442,36,491.3454491,1
2022-03-31,443,48,672.7611434,1
2022-03-31,444,31,775.8780543,1
2022-03-31,892,43,970.2420987,1
2022-03-31,893,37,836.0132926,1
2022-03-31,894,22,489.3705991,1
2022-03-31,1342,88,1910.083268,1
2022-03-31,1343,62,1138.451184,1
2022-03-31,1344,106,1641.276613,1
2022-03-31,1798,40,975.5821772,1
2022-03-31,1799,56,978.9359107,1
2022-03-31,1800,53,1240.982297,1
2022-04-01,442,39,567.9456526,2
2022-04-01,443,32,319.8021969,2
2022-04-01,444,20,506.417703,2
2022-04-01,892,40,1028.456625,2
2022-04-01,893,40,1831.671903,2
2022-04-01,894,35,1488.931011,2
2022-04-01,1342,83,1971.35676,2
2022-04-01,1343,48,962.157896,2
2022-04-01,1344,96,4281.351856,2
2022-04-01,1798,49,1250.746381,2
2022-04-01,1799,48,816.7158108,2
2022-04-01,1800,41,957.7423346,2
2022-04-02,442,53,1205.590589,2
2022-04-02,443,57,1086.15094,2
2022-04-02,444,38,1429.083497,2
2022-04-02,892,54,1892.942335,2
2022-04-02,893,72,2861.737809,2
2022-04-02,894,44,1722.543471,2
2022-04-02,1342,137,4115.928967,2
2022-04-02,1343,94,2626.857701,2
2022-04-02,1344,184,4305.855778,2
2022-04-02,1798,75,2539.977266,2
2022-04-02,1799,79,1836.206747,2
2022-04-02,1800,85,2719.273751,2
2022-04-03,442,34,852.9536167,2
2022-04-03,443,40,724.1006265,2
2022-04-03,444,31,1086.229276,2
2022-04-03,892,46,1265.195697,2
2022-04-03,893,47,1704.180943,2
2022-04-03,894,39,1284.469581,2
2022-04-03,1342,94,3111.986373,2
2022-04-03,1343,66,1985.711464,2
2022-04-03,1344,127,3011.755604,2
2022-04-03,1798,73,2202.275743,2
2022-04-03,1799,51,1178.591418,2
2022-04-03,1800,58,1948.656917,2
2022-04-04,442,18,376.100098,2
2022-04-04,443,22,283.971516,2
2022-04-04,444,21,515.8540577,2
2022-04-04,892,26,506.4663755,2
2022-04-04,893,31,801.385523,2
2022-04-04,894,23,482.1890599,2
2022-04-04,1342,63,1403.398626,2
2022-04-04,1343,41,833.2269838,2
2022-04-04,1344,58,984.245203,2
2022-04-04,1798,38,1047.740622,2
2022-04-04,1799,33,531.582789,2
2022-04-04,1800,36,851.4210275,2
2022-04-05,442,22,345.0459615,2
2022-04-05,443,19,231.5624603,2
2022-04-05,444,27,609.169121,2
2022-04-05,892,39,961.5099198,2
2022-04-05,893,38,993.0749614,2
2022-04-05,894,25,599.1455552,2
2022-04-05,1342,65,1386.901916,2
2022-04-05,1343,44,892.8684942,2
2022-04-05,1344,95,1648.220142,2
2022-04-05,1798,39,949.605137,2
2022-04-05,1799,40,638.8976243,2
2022-04-05,1800,37,766.3639818,2
2022-04-06,442,36,506.5274714,2
2022-04-06,443,29,450.8248362,2
2022-04-06,444,16,466.5753164,2
2022-04-06,892,38,1075.028245,2
2022-04-06,893,31,643.0871481,2
2022-04-06,894,33,842.2919535,2
2022-04-06,1342,63,1462.315445,2
2022-04-06,1343,43,774.4625544,2
2022-04-06,1344,76,1119.644014,2
2022-04-06,1798,42,969.8095016,2
2022-04-06,1799,37,597.7186759,2
2022-04-06,1800,39,886.2944162,2
2022-04-07,442,51,774.2831375,2
2022-04-07,443,34,438.5247517,2
2022-04-07,444,36,915.3264073,2
2022-04-07,892,35,799.4794893,2
2022-04-07,893,44,1224.338994,2
2022-04-07,894,28,640.182922,2
2022-04-07,1342,74,1714.479429,2
2022-04-07,1343,41,798.1437423,2
2022-04-07,1344,118,1870.413062,2
2022-04-07,1798,44,1083.338789,2
2022-04-07,1799,44,662.6067159,2
2022-04-07,1800,48,1044.500521,2
2022-04-08,442,27,409.9146022,2
2022-04-08,443,40,431.0377437,2
2022-04-08,444,18,498.0298321,2
2022-04-08,892,33,712.1577005,2
2022-04-08,893,40,986.8914312,2
2022-04-08,894,32,746.8800757,2
2022-04-08,1342,73,1633.174219,2
2022-04-08,1343,48,827.0874165,2
2022-04-08,1344,95,1503.273979,2
2022-04-08,1798,60,1290.192998,2
2022-04-08,1799,44,690.0593482,2
2022-04-08,1800,49,1041.098239,2
2022-04-09,442,50,968.8890598,2
2022-04-09,443,49,871.7016405,2
2022-04-09,444,32,1138.653469,2
2022-04-09,892,52,1479.619201,2
2022-04-09,893,50,1815.484487,2
2022-04-09,894,37,1285.495515,2
2022-04-09,1342,116,4204.304195,2
2022-04-09,1343,70,1987.465627,2
2022-04-09,1344,142,3286.02499,2
2022-04-09,1798,74,2054.110403,2
2022-04-09,1799,74,1569.167505,2
2022-04-09,1800,74,3012.720559,2
2022-04-10,442,32,714.9352321,2
2022-04-10,443,30,528.3688471,2
2022-04-10,444,24,926.8597297,2
2022-04-10,892,56,1931.752019,2
2022-04-10,893,54,1842.692021,2
2022-04-10,894,31,1468.111797,2
2022-04-10,1342,72,2845.682352,2
2022-04-10,1343,66,1980.448978,2
2022-04-10,1344,99,2449.329773,2
2022-04-10,1798,49,1620.19762,2
2022-04-10,1799,40,1112.455531,2
2022-04-10,1800,43,1218.016894,2
2022-04-11,442,29,411.984878,2
2022-04-11,443,20,243.8625448,2
2022-04-11,444,16,417.2965751,2
2022-04-11,892,32,711.1874584,2
2022-04-11,893,21,468.7115945,2
2022-04-11,894,22,568.3675301,2
2022-04-11,1342,49,1191.298078,2
2022-04-11,1343,30,571.8568352,2
2022-04-11,1344,51,811.5249249,2
2022-04-11,1798,30,724.4707884,2
2022-04-11,1799,40,639.5215478,2
2022-04-11,1800,34,817.3982092,2
2022-04-12,442,27,441.6588307,2
2022-04-12,443,25,354.028519,2
2022-04-12,444,24,536.8237348,2
2022-04-12,892,31,726.7113319,2
2022-04-12,893,29,760.5742233,2
2022-04-12,894,22,505.7855458,2
2022-04-12,1342,57,1274.95996,2
2022-04-12,1343,38,699.0335853,2
2022-04-12,1344,82,1225.532828,2
2022-04-12,1798,33,707.1527616,2
2022-04-12,1799,24,388.7043164,2
2022-04-12,1800,25,496.7331469,2
2022-04-13,442,34,444.4191984,2
2022-04-13,443,34,381.8374057,2
2022-04-13,444,19,434.0723168,2
2022-04-13,892,31,901.3549097,2
2022-04-13,893,41,1104.378506,2
2022-04-13,894,26,653.5200662,2
2022-04-13,1342,70,1911.261604,2
2022-04-13,1343,55,946.3704373,2
2022-04-13,1344,83,1391.309577,2
2022-04-13,1798,32,901.499507,2
2022-04-13,1799,29,471.0622133,2
2022-04-13,1800,24,438.0437854,2
2022-04-14,442,18,274.6565853,2
2022-04-14,443,30,386.6504823,2
2022-04-14,444,27,533.6782833,2
2022-04-14,892,21,502.5854071,2
2022-04-14,893,19,427.9002947,2
2022-04-14,894,20,490.3965332,2
2022-04-14,1342,71,1613.142501,2
2022-04-14,1343,31,613.9567249,2
2022-04-14,1344,89,1433.838691,2
2022-04-14,1798,46,944.794574,2
2022-04-14,1799,41,631.4105428,2
2022-04-14,1800,46,1007.075421,2
2022-04-15,442,33,555.523998,2
2022-04-15,443,20,303.7586085,2
2022-04-15,444,24,494.8843806,2
2022-04-15,892,35,879.0393414,2
2022-04-15,893,36,912.6890679,2
2022-04-15,894,22,374.465972,2
2022-04-15,1342,79,1951.325041,2
2022-04-15,1343,38,795.5124992,2
2022-04-15,1344,82,1386.101931,2
2022-04-15,1798,42,851.4696517,2
2022-04-15,1799,33,565.8985794,2
2022-04-15,1800,50,1185.695217,2
2022-04-16,442,49,1175.226545,2
2022-04-16,443,52,905.3931763,2
2022-04-16,444,31,979.2839225,2
2022-04-16,892,44,1677.548589,2
2022-04-16,893,57,2008.410632,2
2022-04-16,894,44,1501.967625,2
2022-04-16,1342,135,4703.918819,2
2022-04-16,1343,89,2768.944829,2
2022-04-16,1344,157,3897.055522,2
2022-04-16,1798,78,2130.117298,2
2022-04-16,1799,69,1765.079472,2
2022-04-16,1800,65,2227.644027,2
2022-04-17,442,38,733.5677141,2
2022-04-17,443,42,722.4962677,2
2022-04-17,444,31,1202.610984,2
2022-04-17,892,44,1499.024043,2
2022-04-17,893,61,2159.28877,2
2022-04-17,894,35,1196.239242,2
2022-04-17,1342,85,2724.313705,2
2022-04-17,1343,69,2083.94454,2
2022-04-17,1344,110,2597.747701,2
2022-04-17,1798,51,1802.999014,2
2022-04-17,1799,60,1478.07468,2
2022-04-17,1800,49,1444.268636,2
2022-04-18,442,17,202.1969334,2
2022-04-18,443,29,377.0243292,2
2022-04-18,444,18,484.399542,2
2022-04-18,892,20,473.4781442,2
2022-04-18,893,22,597.3290241,2
2022-04-18,894,18,498.6040066,2
2022-04-18,1342,46,1101.744513,2
2022-04-18,1343,29,569.2255921,2
2022-04-18,1344,72,1074.511077,2
2022-04-18,1798,31,733.1298018,2
2022-04-18,1799,25,306.9703429,2
2022-04-18,1800,30,624.3187155,2
2022-04-19,442,29,475.4733349,2
2022-04-19,443,21,224.0754524,2
2022-04-19,444,17,425.684446,2
2022-04-19,892,22,502.5854071,2
2022-04-19,893,21,472.4217127,2
2022-04-19,894,19,483.214994,2
2022-04-19,1342,58,1236.07486,2
2022-04-19,1343,24,424.5072212,2
2022-04-19,1344,65,985.1131441,2
2022-04-19,1798,32,736.9782522,2
2022-04-19,1799,26,481.6689121,2
2022-04-19,1800,28,445.6989195,2
2022-04-20,442,26,416.8155214,2
2022-04-20,443,22,242.7929723,2
2022-04-20,444,16,416.2480913,2
2022-04-20,892,26,618.0442169,2
2022-04-20,893,23,624.5365573,2
2022-04-20,894,19,467.8259815,2
2022-04-20,1342,55,1229.004842,2
2022-04-20,1343,28,519.231973,2
2022-04-20,1344,70,1167.380774,2
2022-04-20,1798,47,1062.172311,2
2022-04-20,1799,33,477.3014479,2
2022-04-20,1800,36,785.0765319,2
2022-04-21,442,32,553.4537222,2
2022-04-21,443,27,302.6890359,2
2022-04-21,444,17,527.3873801,2
2022-04-21,892,29,597.6691328,2
2022-04-21,893,37,1006.678728,2
2022-04-21,894,23,598.1196211,2
2022-04-21,1342,71,1485.882172,2
2022-04-21,1343,34,637.6379128,2
2022-04-21,1344,78,1145.682247,2
2022-04-21,1798,40,864.9392281,2
2022-04-21,1799,32,434.250729,2
2022-04-21,1800,41,932.2252209,2
2022-04-22,442,31,458.9111287,2
2022-04-22,443,28,440.1291105,2
2022-04-22,444,25,612.3145726,2
2022-04-22,892,27,623.8656695,2
2022-04-22,893,35,939.8966011,2
2022-04-22,894,20,560.1600568,2
2022-04-22,1342,68,1563.652373,2
2022-04-22,1343,49,927.9517356,2
2022-04-22,1344,83,1437.310455,2
2022-04-22,1798,39,825.4926115,2
2022-04-22,1799,42,632.6583897,2
2022-04-22,1800,34,786.7776728,2
2022-04-23,442,66,1663.121534,2
2022-04-23,443,50,872.7712131,2
2022-04-23,444,39,1200.514016,2
2022-04-23,892,47,1670.756894,2
2022-04-23,893,48,1740.045418,2
2022-04-23,894,53,1761.52897,2
2022-04-23,1342,118,3873.191673,2
2022-04-23,1343,78,2399.693713,2
2022-04-23,1344,137,3276.477638,2
2022-04-23,1798,57,1753.931271,2
2022-04-23,1799,60,1336.444054,2
2022-04-23,1800,63,2298.241375,2
2022-04-24,442,31,731.4974383,2
2022-04-24,443,32,582.3822617,2
2022-04-24,444,27,831.4476987,2
2022-04-24,892,42,1225.415771,2
2022-04-24,893,51,2054.168756,2
2022-04-24,894,33,1217.78386,2
2022-04-24,1342,79,2654.791859,2
2022-04-24,1343,61,1734.866288,2
2022-04-24,1344,105,2372.950957,2
2022-04-24,1798,53,1680.810714,2
2022-04-24,1799,53,1149.267016,2
2022-04-24,1800,59,2238.701443,2
2022-04-25,442,20,307.7809976,2
2022-04-25,443,23,316.5934792,2
2022-04-25,444,14,293.57548,2
2022-04-25,892,25,544.3058174,2
2022-04-25,893,21,580.0151394,2
2022-04-25,894,12,333.4286052,2
2022-04-25,1342,55,1409.290308,2
2022-04-25,1343,30,627.1129404,2
2022-04-25,1344,63,952.9993236,2
2022-04-25,1798,44,1295.965673,2
2022-04-25,1799,38,570.2660436,2
2022-04-25,1800,32,687.2609293,2
2022-04-26,442,22,379.5505576,2
2022-04-26,443,16,165.7837476,2
2022-04-26,444,14,285.1876091,2
2022-04-26,892,25,634.5383326,2
2022-04-26,893,22,813.7525836,2
2022-04-26,894,20,454.4888373,2
2022-04-26,1342,53,1193.65475,2
2022-04-26,1343,27,556.0693765,2
2022-04-26,1344,51,775.0713989,2
2022-04-26,1798,36,770.6521932,2
2022-04-26,1799,29,446.7291983,2
2022-04-26,1800,25,561.3765017,2
2022-04-27,442,26,363.6784434,2
2022-04-27,443,17,207.4970776,2
2022-04-27,444,13,315.593641,2
2022-04-27,892,18,350.2573976,2
2022-04-27,893,14,378.4320526,2
2022-04-27,894,15,381.6475112,2
2022-04-27,1342,68,1617.855846,2
2022-04-27,1343,28,496.4278661,2
2022-04-27,1344,55,880.9602126,2
2022-04-27,1798,38,904.3858448,2
2022-04-27,1799,33,551.5483398,2
2022-04-27,1800,30,696.6172043,2
2022-04-28,442,32,411.2947861,2
2022-04-28,443,33,436.3856065,2
2022-04-28,444,21,602.8782178,2
2022-04-28,892,21,466.6864495,2
2022-04-28,893,24,677.7149176,2
2022-04-28,894,32,677.1165522,2
2022-04-28,1342,70,1597.824128,2
2022-04-28,1343,35,779.7250406,2
2022-04-28,1344,68,1132.66313,2
2022-04-28,1798,35,958.2641504,2
2022-04-28,1799,28,404.9263264,2
2022-04-28,1800,31,626.0198564,2
2022-04-29,442,36,505.1472876,2
2022-04-29,443,28,341.7284345,2
2022-04-29,444,22,388.987511,2
2022-04-29,892,36,777.1639211,2
2022-04-29,893,27,840.9601168,2
2022-04-29,894,23,530.4079659,2
2022-04-29,1342,68,1502.378881,2
2022-04-29,1343,38,697.2794232,2
2022-04-29,1344,84,1419.951633,2
