employer_id,month_year,average_hourly_rate,turnover,noOfJobs
383,12,32.34297177,36253.19922,8
383,13,32.34297177,42100.66887,8
383,14,32.34297177,36722.92205,8
383,15,32.34297177,30766.2302,8
384,1,25.10963212,13174.15536,3
384,2,25.10963212,12625.35256,3
384,3,25.10963212,12844.91063,3
384,4,25.10963212,12899.72686,3
384,5,25.10963212,12529.00101,3
384,6,25.10963212,13351.70024,3
384,7,25.10963212,12703.69641,3
384,8,25.10963212,12723.05858,3
384,9,25.10963212,12783.37263,3
384,10,25.10963212,13075.35306,3
384,11,25.10963212,12979.80464,3
384,12,25.10963212,11865.28762,3
384,13,25.10963212,13314.91381,3
384,14,25.10963212,12088.95407,3
384,15,25.10963212,9681.09698,3
385,1,21.89944963,21982.8023,6
385,2,21.89944963,20161.85183,6
385,3,21.89944963,21017.96916,6
385,4,21.89944963,20979.71783,6
385,5,21.89944963,19841.05732,6
385,6,21.89944963,22115.61507,6
385,7,21.89944963,20594.47494,6
385,8,21.89944963,20252.19573,6
385,9,21.89944963,21017.96916,6
385,10,21.89944963,21254.42212,6
385,11,21.89944963,21011.20252,6
385,12,21.89944963,18947.88486,6
385,13,21.89944963,22004.28699,6
385,14,21.89944963,18960.65383,6
385,15,21.89944963,16288.57358,6
386,1,19.10665342,21420.96685,8
386,2,19.10665342,19359.58895,8
386,3,19.10665342,20439.14496,8
386,4,19.10665342,20394.24615,8
386,5,19.10665342,19277.9371,8
386,6,19.10665342,21412.75827,8
386,7,19.10665342,20081.233,8
386,8,19.10665342,19650.4458,8
386,9,19.10665342,20439.14496,8
386,10,19.10665342,20221.67412,8
386,11,19.10665342,20312.7105,8
386,12,19.10665342,18443.80662,8
386,13,19.10665342,21232.50746,8
386,14,19.10665342,18292.6276,8
386,15,19.10665342,15848.98106,8
387,1,16.46182116,8313.519093,4
387,2,16.46182116,7625.809824,4
387,3,16.46182116,7946.375251,4
387,4,16.46182116,7931.580243,4
387,5,16.46182116,7350.360551,4
387,6,16.46182116,8267.306244,4
387,7,16.46182116,7870.93795,4
387,8,16.46182116,7487.902405,4
387,9,16.46182116,7946.375251,4
387,10,16.46182116,7931.945807,4
387,11,16.46182116,8008.479803,4
387,12,16.46182116,7212.818697,4
387,13,16.46182116,8175.611674,4
387,14,16.46182116,7244.236538,4
387,15,16.46182116,6035.94987,4
388,1,20.35394863,20799.72772,7
388,2,20.35394863,19359.42305,7
388,3,20.35394863,19757.10901,7
388,4,20.35394863,19807.10273,7
388,5,20.35394863,19013.67615,7
388,6,20.35394863,20643.17249,7
388,7,20.35394863,19687.36072,7
388,8,20.35394863,19340.30661,7
388,9,20.35394863,19612.90878,7
388,10,20.35394863,20242.46481,7
388,11,20.35394863,19816.64689,7
388,12,20.35394863,18043.02766,7
388,13,20.35394863,20673.18627,7
388,14,20.35394863,18309.43103,7
388,15,20.35394863,15387.56434,7
389,1,18.49740951,14078.73635,6
389,2,18.49740951,12747.28087,6
389,3,18.49740951,13243.03202,6
389,4,18.49740951,13238.38501,6
389,5,18.49740951,12321.74909,6
389,6,18.49740951,13799.83322,6
389,7,18.49740951,12842.55383,6
389,8,18.49740951,12571.99059,6
389,9,18.49740951,13161.74509,6
389,10,18.49740951,13437.04018,6
389,11,18.49740951,13067.82659,6
389,12,18.49740951,12001.20337,6
389,13,18.49740951,13670.00311,6
389,14,18.49740951,11835.29195,6
389,15,18.49740951,10175.83123,6
390,1,16.84355435,10099.75849,4
390,2,16.84355435,9788.23455,4
390,3,16.84355435,9959.656726,4
390,4,16.84355435,9752.513378,4
390,5,16.84355435,9498.766757,4
390,6,16.84355435,10234.62076,4
390,7,16.84355435,9796.441323,4
390,8,16.84355435,9797.544902,4
390,9,16.84355435,9674.681869,4
390,10,16.84355435,10262.13515,4
390,11,16.84355435,9850.86182,4
390,12,16.84355435,8992.845265,4
390,13,16.84355435,9978.309963,4
390,14,16.84355435,9208.895862,4
390,15,16.84355435,7575.64994,4
391,1,11.94169504,4700.165492,3
391,2,11.94169504,4233.663789,3
391,3,11.94169504,4505.214981,3
391,4,11.94169504,4493.564811,3
391,5,11.94169504,4205.31396,3
391,6,11.94169504,4695.990577,3
391,7,11.94169504,4376.089556,3
391,8,11.94169504,4272.789215,3
391,9,11.94169504,4505.214981,3
391,10,11.94169504,4322.789215,3
391,11,11.94169504,4427.739726,3
391,12,11.94169504,4054.538364,3
391,13,11.94169504,4634.340407,3
391,14,11.94169504,3988.713279,3
391,15,11.94169504,3446.386491,3
392,1,24.75882353,13472.80385,3
392,2,24.75882353,12256.73797,3
392,3,24.75882353,12780.99855,3
392,4,24.75882353,12855.27502,3
392,5,24.75882353,12559.99548,3
392,6,24.75882353,13070.83249,3
392,7,24.75882353,12838.52389,3
392,8,24.75882353,12205.36426,3
392,9,24.75882353,12867.28656,3
392,10,24.75882353,12896.46354,3
392,11,24.75882353,13027.14502,3
392,12,24.75882353,11666.85149,3
392,13,24.75882353,13643.55353,3
392,14,24.75882353,11930.45511,3
392,15,24.75882353,9620.612576,3
393,1,18.53840934,16546.93042,6
393,2,18.53840934,15168.47358,6
393,3,18.53840934,15751.85414,6
393,4,18.53840934,15746.21307,6
393,5,18.53840934,14688.15894,6
393,6,18.53840934,16456.11225,6
393,7,18.53840934,15572.48915,6
393,8,18.53840934,14962.20707,6
393,9,18.53840934,15798.50995,6
393,10,18.53840934,15851.24912,6
393,11,18.53840934,15509.58981,6
393,12,18.53840934,14266.16902,6
393,13,18.53840934,16216.63876,6
393,14,18.53840934,14355.77971,6
393,15,18.53840934,12067.05036,6
394,1,37.14055468,11714.88079,2
394,2,37.14055468,10670.66415,2
394,3,37.14055468,11056.35081,2
394,4,37.14055468,11120.63192,2
394,5,37.14055468,10670.66415,2
394,6,37.14055468,11506.31858,2
394,7,37.14055468,11120.63192,2
394,8,37.14055468,10413.53972,2
394,9,37.14055468,11056.35081,2
394,10,37.14055468,11184.91303,2
394,11,37.14055468,11313.47525,2
394,12,37.14055468,10027.85306,2
394,13,37.14055468,11827.72412,2
394,14,37.14055468,10156.41528,2
394,15,37.14055468,8356.544217,2
395,1,23.39343638,15155.08531,4
395,2,23.39343638,13851.64355,4
395,3,23.39343638,14366.36435,4
395,4,23.39343638,14400.10252,4
395,5,23.39343638,13579.0028,4
395,6,23.39343638,14901.545,4
395,7,23.39343638,14158.70218,4
395,8,23.39343638,13909.4777,4
395,9,23.39343638,14251.73416,4
395,10,23.39343638,14567.25001,4
395,11,23.39343638,14448.12003,4
395,12,23.39343638,13037.5043,4
395,13,23.39343638,14910.54458,4
395,14,23.39343638,13349.20007,4
395,15,23.39343638,11083.93041,4
396,1,18.37402888,24793.57569,8
396,2,18.37402888,22772.02898,8
396,3,18.37402888,23740.14488,8
396,4,18.37402888,23656.3192,8
396,5,18.37402888,22327.55667,8
396,6,18.37402888,24899.14461,8
396,7,18.37402888,23271.98798,8
396,8,18.37402888,22765.53159,8
396,9,18.37402888,23743.46603,8
396,10,18.37402888,23853.71425,8
396,11,18.37402888,23571.31321,8
396,12,18.37402888,21446.05289,8
396,13,18.37402888,24765.02621,8
396,14,18.37402888,21575.87705,8
396,15,18.37402888,18264.00217,8
397,1,14.87042269,15890.0352,8
397,2,14.87042269,15670.34391,8
397,3,14.87042269,16891.29428,8
397,4,14.87042269,17156.90366,8
397,5,14.87042269,16284.1749,8
397,6,14.87042269,17837.3907,8
397,7,14.87042269,16778.34478,8
397,8,14.87042269,16428.08059,8
397,9,14.87042269,17052.7608,8
397,10,14.87042269,17285.63822,8
397,11,14.87042269,16934.71725,8
397,12,14.87042269,15513.71106,8
397,13,14.87042269,17870.1442,8
397,14,14.87042269,15518.08531,8
397,15,14.87042269,13133.43354,8
398,1,22.04879573,16010.24471,4
398,2,22.04879573,14650.83206,4
398,3,22.04879573,15187.81392,4
398,4,22.04879573,15276.0091,4
398,5,22.04879573,14250.97894,4
398,6,22.04879573,15805.1802,4
398,7,22.04879573,14798.3925,4
398,8,22.04879573,14334.53624,4
398,9,22.04879573,15187.81392,4
398,10,22.04879573,15397.6721,4
398,11,22.04879573,15314.51794,4
398,12,22.04879573,13805.36514,4
398,13,22.04879573,15779.8606,4
398,14,22.04879573,14069.55676,4
398,15,22.04879573,11512.29039,4
399,1,14.14275884,15621.75757,9
399,2,14.14275884,14544.75965,9
399,3,14.14275884,14931.24245,9
399,4,14.14275884,14891.34117,9
399,5,14.14275884,14371.71912,9
399,6,14.14275884,15562.17562,9
399,7,14.14275884,14846.54235,9
399,8,14.14275884,14267.90834,9
399,9,14.14275884,14906.22992,9
399,10,14.14275884,15184.36683,9
399,11,14.14275884,15185.85045,9
399,12,14.14275884,13683.9023,9
399,13,14.14275884,15616.34838,9
399,14,14.14275884,13967.12599,9
399,15,14.14275884,11367.22468,9
400,1,20.12308247,8030.220166,3
400,2,20.12308247,7013.278106,3
400,3,20.12308247,7721.591701,3
400,4,20.12308247,7651.204314,3
400,5,20.12308247,7272.188462,3
400,6,20.12308247,7942.603437,3
400,7,20.12308247,7407.553384,3
400,8,20.12308247,7531.098818,3
400,9,20.12308247,7578.847012,3
400,10,20.12308247,7377.034532,3
400,11,20.12308247,7752.110554,3
400,12,20.12308247,6963.559998,3
400,13,20.12308247,7674.343399,3
400,14,20.12308247,7207.210927,3
400,15,20.12308247,5738.895714,3
401,1,16.41660189,17856.76239,8
401,2,16.41660189,16599.82434,8
401,3,16.41660189,17305.83414,8
401,4,16.41660189,17305.22861,8
401,5,16.41660189,16869.72601,8
401,6,16.41660189,17899.28217,8
401,7,16.41660189,17098.97959,8
401,8,16.41660189,16882.8255,8
401,9,16.41660189,17096.36909,8
401,10,16.41660189,17263.51536,8
401,11,16.41660189,17417.50341,8
401,12,16.41660189,15769.15931,8
401,13,16.41660189,18187.76422,8
401,14,16.41660189,16073.71612,8
401,15,16.41660189,13158.40814,8
402,1,13.6600983,10549.38067,5
402,2,13.6600983,9677.881591,5
402,3,13.6600983,10114.31235,5
402,4,13.6600983,10060.1243,5
402,5,13.6600983,9375.993282,5
402,6,13.6600983,10557.86384,5
402,7,13.6600983,9961.362343,5
402,8,13.6600983,9579.607929,5
402,9,13.6600983,10130.17308,5
402,10,13.6600983,10108.37601,5
402,11,13.6600983,10156.26382,5
402,12,13.6600983,9127.316436,5
402,13,13.6600983,10415.40213,5
402,14,13.6600983,9183.868635,5
402,15,13.6600983,7739.852932,5
403,1,18.1249804,21171.46851,7
403,2,18.1249804,19435.06791,7
403,3,18.1249804,20019.26633,7
403,4,18.1249804,20172.30493,7
403,5,18.1249804,18772.30479,7
403,6,18.1249804,20973.88812,7
403,7,18.1249804,19712.42766,7
403,8,18.1249804,19036.55282,7
403,9,18.1249804,20055.43007,7
403,10,18.1249804,20337.84776,7
403,11,18.1249804,20063.80004,7
403,12,18.1249804,18285.76068,7
403,13,18.1249804,20832.07684,7
403,14,18.1249804,18403.54169,7
403,15,18.1249804,15330.62592,7
404,1,13.55676897,2988.913126,2
404,2,13.55676897,2361.691635,2
404,3,13.55676897,2432.400966,2
404,4,13.55676897,2446.542832,2
404,5,13.55676897,2248.556707,2
404,6,13.55676897,2531.394028,2
404,7,13.55676897,2347.549769,2
404,8,13.55676897,2305.124171,2
404,9,13.55676897,2432.400966,2
404,10,13.55676897,2375.833501,2
404,11,13.55676897,2389.975368,2
404,12,13.55676897,2220.272975,2
404,13,13.55676897,2503.110296,2
404,14,13.55676897,2149.563644,2
404,15,13.55676897,1852.584456,2
405,1,19.01127592,20495.87874,7
405,2,19.01127592,18704.87185,7
405,3,19.01127592,19419.54593,7
405,4,19.01127592,19557.45704,7
405,5,19.01127592,18652.82559,7
405,6,19.01127592,20457.78105,7
405,7,19.01127592,19380.96352,7
405,8,19.01127592,18797.83533,7
405,9,19.01127592,19444.3781,7
405,10,19.01127592,19533.64768,7
405,11,19.01127592,19670.53597,7
405,12,19.01127592,17708.3091,7
405,13,19.01127592,20608.95767,7
405,14,19.01127592,17896.98281,7
405,15,19.01127592,15179.30953,7
406,1,14.78449614,18207.86005,9
406,2,14.78449614,16777.12673,9
406,3,14.78449614,17398.38618,9
406,4,14.78449614,17362.15149,9
406,5,14.78449614,16553.43555,9
406,6,14.78449614,18458.47538,9
406,7,14.78449614,16968.94542,9
406,8,14.78449614,16847.15674,9
406,9,14.78449614,17416.39127,9
406,10,14.78449614,17486.80115,9
406,11,14.78449614,17453.65618,9
406,12,14.78449614,15833.8058,9
406,13,14.78449614,18091.8521,9
406,14,14.78449614,15821.28924,9
406,15,14.78449614,13565.45368,9
407,1,14.66368825,10500.00499,4
407,2,14.66368825,9764.163821,4
407,3,14.66368825,10020.4858,4
407,4,14.66368825,10160.14248,4
407,5,14.66368825,9631.185387,4
407,6,14.66368825,10481.69527,4
407,7,14.66368825,9904.856944,4
407,8,14.66368825,9729.928382,4
407,9,14.66368825,10000.23531,4
407,10,14.66368825,10239.70855,4
407,11,14.66368825,10008.71502,4
407,12,14.66368825,9198.670978,4
407,13,14.66368825,10593.0988,4
407,14,14.66368825,9167.23094,4
407,15,14.66368825,7712.738386,4
408,1,25.75594334,32922.78971,8
408,2,25.75594334,30069.7952,8
408,3,25.75594334,31251.93803,8
408,4,25.75594334,31433.47073,8
408,5,25.75594334,29834.12825,8
408,6,25.75594334,32849.5226,8
408,7,25.75594334,30919.13719,8
408,8,25.75594334,30325.88709,8
408,9,25.75594334,31277.32968,8
408,10,25.75594334,31563.93349,8
408,11,25.75594334,31487.95141,8
408,12,25.75594334,28476.41768,8
408,13,25.75594334,33005.58413,8
408,14,25.75594334,28555.02907,8
408,15,25.75594334,24518.08213,8
409,1,13.07248987,4692.710596,6
409,2,13.07248987,3981.375072,6
409,3,13.07248987,4125.280195,6
409,4,13.07248987,4149.264382,6
409,5,13.07248987,3957.390885,6
409,6,13.07248987,4293.169505,6
409,7,13.07248987,4101.296008,6
409,8,13.07248987,4029.343446,6
409,9,13.07248987,4125.280195,6
409,10,13.07248987,4197.232757,6
409,11,13.07248987,4197.232757,6
409,12,13.07248987,3741.5332,6
409,13,13.07248987,4389.106254,6
409,14,13.07248987,3765.517387,6
409,15,13.07248987,3261.849456,6
410,1,20.06249216,16053.88975,5
410,2,20.06249216,15176.46468,5
410,3,20.06249216,15597.65417,5
410,4,20.06249216,15531.79889,5
410,5,20.06249216,14928.40959,5
410,6,20.06249216,16164.90066,5
410,7,20.06249216,15312.08972,5
410,8,20.06249216,15029.6243,5
410,9,20.06249216,15402.83198,5
410,10,20.06249216,15851.11373,5
410,11,20.06249216,15474.87509,5
410,12,20.06249216,14158.40652,5
410,13,20.06249216,16132.43405,5
410,14,20.06249216,14350.85455,5
410,15,20.06249216,11858.21572,5
411,1,19.78410027,13993.51597,6
411,2,19.78410027,12757.57584,6
411,3,19.78410027,13064.9873,6
411,4,19.78410027,13218.69304,6
411,5,19.78410027,12065.90004,6
411,6,19.78410027,13679.81024,6
411,7,19.78410027,13218.69304,6
411,8,19.78410027,12373.3115,6
411,9,19.78410027,13141.84017,6
411,10,19.78410027,13372.39877,6
411,11,19.78410027,13449.25164,6
411,12,19.78410027,11989.04717,6
411,13,19.78410027,13842.07312,6
411,14,19.78410027,12219.60577,6
411,15,19.78410027,9990.872644,6
412,1,10.76557831,4023.482358,6
412,2,10.76557831,3800.293197,6
412,3,10.76557831,3883.804836,6
412,4,10.76557831,3786.751344,6
412,5,10.76557831,3843.239706,6
412,6,10.76557831,4020.262983,6
412,7,10.76557831,3759.697853,6
412,8,10.76557831,3822.644361,6
412,9,10.76557831,3913.804836,6
412,10,10.76557831,3891.453672,6
412,11,10.76557831,3896.751344,6
412,12,10.76557831,3526.781559,6
412,13,10.76557831,3995.560655,6
412,14,10.76557831,3646.781559,6
412,15,10.76557831,2947.407118,6
413,1,19.28261467,20742.54147,7
413,2,19.28261467,18802.58846,7
413,3,19.28261467,19575.48233,7
413,4,19.28261467,19756.24823,7
413,5,19.28261467,18380.8529,7
413,6,19.28261467,20436.7184,7
413,7,19.28261467,19554.93487,7
413,8,19.28261467,18663.02228,7
413,9,19.28261467,19677.17192,7
413,10,19.28261467,19720.85952,7
413,11,19.28261467,19380.4158,7
413,12,19.28261467,17908.64229,7
413,13,19.28261467,20308.85172,7
413,14,19.28261467,18043.437,7
413,15,19.28261467,15033.84804,7
414,1,20.47093879,24143.40605,8
414,2,20.47093879,21667.59927,8
414,3,20.47093879,22579.44752,8
414,4,20.47093879,22680.41011,8
414,5,20.47093879,20970.98272,8
414,6,20.47093879,23526.1634,8
414,7,20.47093879,22380.48039,8
414,8,20.47093879,21382.384,8
414,9,20.47093879,22612.36788,8
414,10,20.47093879,22619.27721,8
414,11,20.47093879,22439.73702,8
414,12,20.47093879,20632.05106,8
414,13,20.47093879,23441.8499,8
414,14,20.47093879,20317.02164,8
414,15,20.47093879,17260.13694,8
415,1,28.06043329,28242.62677,6
415,2,28.06043329,26582.9303,6
415,3,28.06043329,27187.85933,6
415,4,28.06043329,27271.64332,6
415,5,28.06043329,26257.08728,6
415,6,28.06043329,28118.77698,6
415,7,28.06043329,27161.52854,6
415,8,28.06043329,26256.93111,6
415,9,28.06043329,27200.40599,6
415,10,28.06043329,27849.88965,6
415,11,28.06043329,27541.22094,6
415,12,28.06043329,24806.93564,6
415,13,28.06043329,28333.843,6
415,14,28.06043329,25240.04794,6
415,15,28.06043329,20665.95406,6
416,1,28.06644457,28911.96764,7
416,2,28.06644457,25997.17929,7
416,3,28.06644457,26936.04894,7
416,4,28.06644457,27211.10283,7
416,5,28.06644457,25242.30193,7
416,6,28.06644457,28155.9673,7
416,7,28.06644457,26934.02012,7
416,8,28.06644457,25651.81493,7
416,9,28.06644457,27019.03269,7
416,10,28.06644457,27433.16727,7
416,11,28.06644457,26849.56561,7
416,12,28.06644457,24640.97003,7
416,13,28.06644457,28690.27114,7
416,14,28.06644457,24836.31957,7
416,15,28.06644457,20719.52095,7
417,1,17.68442563,11054.26186,4
417,2,17.68442563,9941.867705,4
417,3,17.68442563,10446.88483,4
417,4,17.68442563,10526.73804,4
417,5,17.68442563,10049.54878,4
417,6,17.68442563,11134.59347,4
417,7,17.68442563,10433.0905,4
417,8,17.68442563,10231.76189,4
417,9,17.68442563,10446.88483,4
417,10,17.68442563,10389.29911,4
417,11,17.68442563,10609.98243,4
417,12,17.68442563,9535.819296,4
417,13,17.68442563,11095.88405,4
417,14,17.68442563,9577.44149,4
417,15,17.68442563,8288.155405,4
418,1,16.71678065,14170.44256,7
418,2,16.71678065,13128.58861,7
418,3,16.71678065,13393.17059,7
418,4,16.71678065,13652.12701,7
418,5,16.71678065,13174.53292,7
418,6,16.71678065,13983.12836,7
418,7,16.71678065,13534.36235,7
418,8,16.71678065,13351.24916,7
418,9,16.71678065,13378.031,7
418,10,16.71678065,13787.11713,7
418,11,16.71678065,13617.78192,7
418,12,16.71678065,12370.4061,7
418,13,16.71678065,14437.86464,7
418,14,16.71678065,12562.42101,7
418,15,16.71678065,10555.59312,7
419,1,20.56276042,7443.71927,2
419,2,20.56276042,6826.836458,2
419,3,20.56276042,7032.464062,2
419,4,20.56276042,7073.589583,2
419,5,20.56276042,6668.653918,2
419,6,20.56276042,7320.342708,2
419,7,20.56276042,7051.973565,2
419,8,20.56276042,6792.030481,2
419,9,20.56276042,7073.589583,2
419,10,20.56276042,7153.73411,2
419,11,20.56276042,7060.399623,2
419,12,20.56276042,6415.581249,2
419,13,20.56276042,7348.278269,2
419,14,20.56276042,6495.725777,2
419,15,20.56276042,5346.317708,2
420,1,11.871798,2832.043986,5
420,2,11.871798,80,5
421,1,19.82993158,17991.41058,5
421,2,19.82993158,16403.13641,5
421,3,19.82993158,17048.91055,5
421,4,19.82993158,17112.76735,5
421,5,19.82993158,16210.66523,5
421,6,19.82993158,17900.07811,5
421,7,19.82993158,16806.55081,5
421,8,19.82993158,16336.87957,5
421,9,19.82993158,17062.61425,5
421,10,19.82993158,17249.21718,5
421,11,19.82993158,17123.36945,5
421,12,19.82993158,15526.37283,5
421,13,19.82993158,17968.93931,5
421,14,19.82993158,15544.02502,5
421,15,19.82993158,13210.86758,5
422,1,13.65268856,12407.30996,8
422,2,13.65268856,11506.74301,8
422,3,13.65268856,11844.57396,8
422,4,13.65268856,11934.48579,8
422,5,13.65268856,11556.58146,8
422,6,13.65268856,12422.12743,8
422,7,13.65268856,11816.73309,8
422,8,13.65268856,11711.97471,8
422,9,13.65268856,11854.91912,8
422,10,13.65268856,11965.2661,8
422,11,13.65268856,12046.35587,8
422,12,13.65268856,10878.66746,8
422,13,13.65268856,12595.11992,8
422,14,13.65268856,11058.9584,8
422,15,13.65268856,9167.119472,8
423,1,20.21306725,23472.46898,8
423,2,20.21306725,22170.63997,8
423,3,20.21306725,22362.03171,8
423,4,20.21306725,22733.80482,8
423,5,20.21306725,22200.32498,8
423,6,20.21306725,23458.90192,8
423,7,20.21306725,22508.59668,8
423,8,20.21306725,21983.74566,8
423,9,20.21306725,22410.41407,8
423,10,20.21306725,23223.294,8
423,11,20.21306725,22437.59271,8
423,12,20.21306725,20562.81245,8
423,13,20.21306725,24026.68031,8
423,14,20.21306725,21192.59885,8
423,15,20.21306725,17167.79547,8
424,1,32.37257195,29273.68348,5
424,2,32.37257195,26839.47134,5
424,3,32.37257195,27655.05488,5
424,4,32.37257195,27927.3706,5
424,5,32.37257195,26544.90254,5
424,6,32.37257195,29388.39014,5
424,7,32.37257195,27771.22751,5
424,8,32.37257195,27133.24554,5
424,9,32.37257195,27765.50774,5
424,10,32.37257195,28023.85578,5
424,11,32.37257195,28085.21914,5
424,12,32.37257195,25319.79048,5
424,13,32.37257195,29417.77198,5
424,14,32.37257195,25649.23597,5
424,15,32.37257195,21577.03234,5
425,1,12.80744003,9428.047579,6
425,2,12.80744003,8533.603836,6
425,3,12.80744003,8882.770239,6
425,4,12.80744003,8904.297973,6
425,5,12.80744003,8352.909698,6
425,6,12.80744003,9263.464377,6
425,7,12.80744003,8834.297973,6
425,8,12.80744003,8539.020634,6
425,9,12.80744003,8892.770239,6
425,10,12.80744003,8957.353441,6
425,11,12.80744003,8998.881175,6
425,12,12.80744003,8069.85423,6
425,13,12.80744003,9280.408909,6
425,14,12.80744003,8174.437432,6
425,15,12.80744003,6890.133147,6
426,1,27.698038,23042.61468,5
426,2,27.698038,21454.57511,5
426,3,27.698038,21768.20335,5
426,4,27.698038,21995.08927,5
426,5,27.698038,21679.15428,5
426,6,27.698038,22766.03041,5
426,7,27.698038,21896.57987,5
426,8,27.698038,21507.26126,5
426,9,27.698038,22196.40166,5
426,10,27.698038,21973.08606,5
426,11,27.698038,22159.55099,5
426,12,27.698038,20303.26683,5
426,13,27.698038,23133.27433,5
426,14,27.698038,20690.57532,5
426,15,27.698038,16721.51178,5
427,1,20.60959761,25278.85035,9
427,2,20.60959761,23654.88827,9
427,3,20.60959761,24174.25595,9
427,4,20.60959761,24265.63788,9
427,5,20.60959761,23413.46478,9
427,6,20.60959761,25349.01205,9
427,7,20.60959761,24029.96375,9
427,8,20.60959761,23786.18201,9
427,9,20.60959761,24155.83108,9
427,10,20.60959761,24502.76625,9
427,11,20.60959761,24460.37008,9
427,12,20.60959761,22123.10782,9
427,13,20.60959761,25408.9805,9
427,14,20.60959761,22493.79565,9
427,15,20.60959761,18739.00176,9
428,1,32.74458686,24910.19328,5
428,2,32.74458686,21997.40107,5
428,3,32.74458686,23238.68667,5
428,4,32.74458686,23387.56781,5
428,5,32.74458686,22189.52659,5
428,6,32.74458686,24783.3713,5
428,7,32.74458686,23126.05781,5
428,8,32.74458686,22607.7922,5
428,9,32.74458686,23252.87557,5
428,10,32.74458686,22915.94561,5
428,11,32.74458686,23422.26004,5
428,12,32.74458686,21132.49204,5
428,13,32.74458686,24513.98683,5
428,14,32.74458686,21175.05875,5
428,15,32.74458686,18318.144,5
429,1,32.47616302,33375.69893,6
429,2,32.47616302,30690.44098,6
429,3,32.47616302,32135.21384,6
429,4,32.47616302,32035.51295,6
429,5,32.47616302,30022.36494,6
429,6,32.47616302,33552.24759,6
429,7,32.47616302,31131.50681,6
429,8,32.47616302,30409.67896,6
429,9,32.47616302,32176.73018,6
429,10,32.47616302,31863.9506,6
429,11,32.47616302,31649.48888,6
429,12,32.47616302,29022.54556,6
429,13,32.47616302,33213.01626,6
429,14,32.47616302,28976.25336,6
429,15,32.47616302,24542.33835,6
430,1,11.83418604,2540.306973,2
430,2,11.83418604,2268.949764,2
430,3,11.83418604,2391.965112,2
430,4,11.83418604,2350.959996,2
430,5,11.83418604,2227.944647,2
430,6,11.83418604,2514.980461,2
430,7,11.83418604,2350.959996,2
430,8,11.83418604,2282.618136,2
430,9,11.83418604,2405.633484,2
430,10,11.83418604,2378.29674,2
430,11,11.83418604,2350.959996,2
430,12,11.83418604,2132.266043,2
430,13,11.83418604,2460.306973,2
430,14,11.83418604,2173.271159,2
430,15,11.83418604,1845.230229,2
431,1,15.09463255,3244.085628,2
431,2,15.09463255,3370.62866,2
431,3,15.09463255,3331.885802,2
431,4,15.09463255,3196.285798,2
431,5,15.09463255,3525.600093,2
431,6,15.09463255,3312.514373,2
431,7,15.09463255,3157.54294,2
431,8,15.09463255,3448.114376,2
431,9,15.09463255,3138.171511,2
431,10,15.09463255,3370.62866,2
431,11,15.09463255,3273.771515,2
431,12,15.09463255,3099.428653,2
431,13,15.09463255,3390.000089,2
431,14,15.09463255,3312.514373,2
431,15,15.09463255,2363.314348,2
432,1,24.09438314,21665.33029,6
432,2,24.09438314,19796.79325,6
432,3,24.09438314,20493.12554,6
432,4,24.09438314,20551.18961,6
432,5,24.09438314,19474.04031,6
432,6,24.09438314,21245.64427,6
432,7,24.09438314,20528.23928,6
432,8,24.09438314,19650.94069,6
432,9,24.09438314,20529.83678,6
